"genus","species","taxon"
"Holosticha","Holosticha kessleri f. aquae-dulcis","Ciliophora"
"Holosticha","Holosticha retrovacuolata","Ciliophora"
"Holosticha","Holosticha rhomboedrica","Ciliophora"
"Holosticha","Holosticha simplicis","Ciliophora"
"Oxytricha","Oxytricha alba","Ciliophora"
"Trichoda","Trichoda pullaster","Ciliophora"
"Homalozoon","Homalozoon caudatum","Ciliophora"
"Homalozoon","Homalozoon vermiculare","Ciliophora"
"Craspedonotus","Craspedonotus vermicularis","Ciliophora"
"Leptodesmus","Leptodesmus tenellus","Ciliophora"
"Litonotus","Litonotus vermicularis","Ciliophora"
"Intranstylum","Intranstylum brachymyon","Ciliophora"
"Intranstylum","Intranstylum coniferum","Ciliophora"
"Kentrophorus","Kentrophorus sp","Ciliophora"
"Kentrophorus","Kentrophorus fasciolatum","Ciliophora"
"Kentrophorus","Kentrophorus fistulosus","Ciliophora"
"Kentrophorus","Kentrophorus longissimus","Ciliophora"
"Kentrophorus","Kentrophorus tubiformis","Ciliophora"
"Kentrophorus","Kentrophorus lanceolatum","Ciliophora"
"Centrophorella","Centrophorella lanceolata","Ciliophora"
"Kentrophorus","Kentrophorus latum","Ciliophora"
"Keronopsis","Keronopsis arenivorus","Ciliophora"
"Keronopsis","Keronopsis gracilis","Ciliophora"
"Keronopsis","Keronopsis pernix","Ciliophora"
"Laboea","Laboea strobila","Ciliophora"
"Lacrymaria","Lacrymaria sp","Ciliophora"
"Lacrymaria","Lacrymaria acuta","Ciliophora"
"Lacrymaria","Lacrymaria affinis","Ciliophora"
"Lacrymaria","Lacrymaria binucleata","Ciliophora"
"Lacrymaria","Lacrymaria caudata","Ciliophora"
"Lacrymaria","Lacrymaria cohni","Ciliophora"
"Lacrymaria","Lacrymaria coronata","Ciliophora"
"Lacrymaria","Lacrymaria caspia","Ciliophora"
"Phialina","Phialina coronata","Ciliophora"
"Lacrymaria","Lacrymaria cucumis","Ciliophora"
"Lacrymaria","Lacrymaria putrina","Ciliophora"
"Lacrymaria","Lacrymaria delamarei","Ciliophora"
"Lacrymaria","Lacrymaria lagenula","Ciliophora"
"Lacrymaria","Lacrymaria marina","Ciliophora"
"Lacrymaria","Lacrymaria olor","Ciliophora"
"Lacrymaria","Lacrymaria proteus","Ciliophora"
"Trachelocerca","Trachelocerca filiformis","Ciliophora"
"Vibrio","Vibrio olor","Ciliophora"
"Lacrymaria","Lacrymaria olor f. marina","Ciliophora"
"Lacrymaria","Lacrymaria pupula","Ciliophora"
"Lacrymaria","Lacrymaria aquae dulcis","Ciliophora"
"Lacrymaria","Lacrymaria coronata f. aquae-dulcis","Ciliophora"
"Lacrymaria","Lacrymaria elliptica","Ciliophora"
"Lacrymaria","Lacrymaria phialina","Ciliophora"
"Lacrymaria","Lacrymaria phyalina","Ciliophora"
"Lacrymaria","Lacrymaria striata","Ciliophora"
"Lacrymaria","Lacrymaria salinarum","Ciliophora"
"Phialina","Phialina salinarum","Ciliophora"
"Lacrymaria","Lacrymaria saprorelica","Ciliophora"
"Lacrymaria","Lacrymaria vermicularis","Ciliophora"
"Lacrymaria","Lacrymaria metabolica","Ciliophora"
"Lacrymaria","Lacrymaria phialina","Ciliophora"
"Lacrymaria","Lacrymaria spiralis","Ciliophora"
"Phialina","Phialina viridis","Ciliophora"
"Lagynophrya","Lagynophrya contractilis","Ciliophora"
"Lagynophrya","Lagynophrya costata","Ciliophora"
"Lagynophrya","Lagynophrya halophila","Ciliophora"
"Lembadion","Lembadion lucens","Ciliophora"
"Thurophora","Thurophora lucens","Ciliophora"
"Leprotintinnus","Leprotintinnus sp","Ciliophora"
"Leprotintinnus","Leprotintinnus bottnicus","Ciliophora"
"Tintinnus","Tintinnus bottnicus","Ciliophora"
"Codonella","Codonella bottnica","Ciliophora"
"Leprotintinnus","Leprotintinnus pellucidus","Ciliophora"
"Litonotus","Litonotus sp","Ciliophora"
"Litonotus","Litonotus alpestris","Ciliophora"
"Litonotus","Litonotus mononucleatus","Ciliophora"
"Litonotus","Litonotus uninucleatus","Ciliophora"
"Litonotus","Litonotus anguilla","Ciliophora"
"Litonotus","Litonotus binucleatus","Ciliophora"
"Litonotus","Litonotus pictus f. binucleatus","Ciliophora"
"Litonotus","Litonotus cygnus","Ciliophora"
"Gastrotricha","Gastrotricha folium","Ciliophora"
"Lionotus","Lionotus anas","Ciliophora"
"Lionotus","Lionotus anser","Ciliophora"
"Litonotus","Litonotus wrzesniowskii","Ciliophora"
"Vibrio","Vibrio cygnus","Ciliophora"
"Litonotus","Litonotus duplostriatus","Ciliophora"
"Litonotus","Litonotus fasciola","Ciliophora"
"Amphileptus","Amphileptus fasciola","Ciliophora"
"Dileptus","Dileptus fasciola","Ciliophora"
"Loxophyllum","Loxophyllum fasciola","Ciliophora"
"Vibrio","Vibrio fasciola","Ciliophora"
"Litonotus","Litonotus lamella","Ciliophora"
"Loxophyllum","Loxophyllum lamella","Ciliophora"
"Trachelius","Trachelius lamella","Ciliophora"
"Acineria","Acineria incurvata","Ciliophora"
"Litonotus","Litonotus loxophylliforme","Ciliophora"
"Litonotus","Litonotus pictus","Ciliophora"
"Litonotus","Litonotus varsaviensis","Ciliophora"
"Gastrotricha","Gastrotricha varsaviensis","Ciliophora"
"Lohmaniella","Lohmaniella sp","Ciliophora"
"Lohmaniella","Lohmaniella elegans","Ciliophora"
"Strobilidium","Strobilidium elegans","Ciliophora"
"Lohmaniella","Lohmaniella oviformis","Ciliophora"
"Lopezoterenia","Lopezoterenia torpens","Ciliophora"
"Trichopelma","Trichopelma torpens","Ciliophora"
"Loxodes","Loxodes sp","Ciliophora"
"Loxodes","Loxodes rostrum","Ciliophora"
"Kolpoda","Kolpoda rostrum","Ciliophora"
"Loxophyllum","Loxophyllum sp","Ciliophora"
"Loxophyllum","Loxophyllum fasciolatum","Ciliophora"
"Loxophyllum","Loxophyllum helus","Ciliophora"
"Litonotus","Litonotus helus","Ciliophora"
"Litonotus","Litonotus verrucosum","Ciliophora"
"Loxophyllum","Loxophyllum verrucosum","Ciliophora"
"Loxophyllum","Loxophyllum kahli","Ciliophora"
"Loxophyllum","Loxophyllum levigatum","Ciliophora"
"Loxophyllum","Loxophyllum meleagris","Ciliophora"
"Kolpoda","Kolpoda meleagris","Ciliophora"
"Loxophyllum","Loxophyllum multinucleatum","Ciliophora"
"Loxophyllum","Loxophyllum multiplicatum","Ciliophora"
"Loxophyllum","Loxophyllum multiverrucosum","Ciliophora"
"Loxophyllum","Loxophyllum helus f. rotundatum","Ciliophora"
"Loxophyllum","Loxophyllum niemeccense","Ciliophora"
"Loxophyllum","Loxophyllum pyriforme","Ciliophora"
"Loxophyllum","Loxophyllum serratum","Ciliophora"
"Loxophyllum","Loxophyllum setigerum","Ciliophora"
"Litosolenus","Litosolenus armatus","Ciliophora"
"Loxophyllum","Loxophyllum trinucleatum","Ciliophora"
"Loxophyllum","Loxophyllum undulatum","Ciliophora"
"Loxophyllum","Loxophyllum uninucleatum","Ciliophora"
"Loxophyllum","Loxophyllum variabilis","Ciliophora"
"Loxophyllum","Loxophyllum vermiforme","Ciliophora"
"Lynchella","Lynchella aspidisciformis","Ciliophora"
"Lynchella","Lynchella gradata","Ciliophora"
"Magnifolliculina","Magnifolliculina binalata","Ciliophora"
"Mesodinium","Mesodinium sp","Ciliophora"
"Mesodinium","Mesodinium cinctum","Ciliophora"
"Mesodinium","Mesodinium pulex","Ciliophora"
"Halteria","Halteria pulex","Ciliophora"
"Halteria","Halteria rubra","Ciliophora"
"Mesodinium","Mesodinium pulex f. striata","Ciliophora"
"Mesodinium","Mesodinium pupula","Ciliophora"
"Metacineta","Metacineta mystacina","Ciliophora"
"Acineta","Acineta mystacina","Ciliophora"
"Cothurnia","Cothurnia mystacina","Ciliophora"
"Metacystis","Metacystis striata","Ciliophora"
"Metacystis","Metacystis tesselata","Ciliophora"
"Metanophrys","Metanophrys durchoni","Ciliophora"
"Metaurostyla","Metaurostyla marina","Ciliophora"
"Urostyla","Urostyla marina","Ciliophora"
"Metopus","Metopus sp","Ciliophora"
"Metopus","Metopus contortus","Ciliophora"
"Metopides","Metopides contorta","Ciliophora"
"Metopus","Metopus bivillus","Ciliophora"
"Metopus","Metopus sapropelicus","Ciliophora"
"Metopus","Metopus es","Ciliophora"
"Metopus","Metopus sigmoides","Ciliophora"
"Metopus","Metopus halophilus","Ciliophora"
"Metopus","Metopus hyalinus","Ciliophora"
"Metopus","Metopus laminarius f. hyalinus","Ciliophora"
"Metopus","Metopus major","Ciliophora"
"Metopus","Metopus nivaaensis","Ciliophora"
"Metopus","Metopus pellitus","Ciliophora"
"Metopus","Metopus setosus","Ciliophora"
"Metopus","Metopus setifer","Ciliophora"
"Metopus","Metopus verrucosus","Ciliophora"
"Metopus","Metopus vestitus","Ciliophora"
"Metopus","Metopus caudatus","Ciliophora"
"Microdysteria","Microdysteria aplanata","Ciliophora"
"Micromitra","Micromitra brevicaudata","Ciliophora"
"Microregma","Microregma ponticum","Ciliophora"
"Microthorax","Microthorax sp","Ciliophora"
"Monodinium","Monodinium balbiani","Ciliophora"
"Didinium","Didinium balbianii","Ciliophora"
"Myelostoma","Myelostoma bipartitum","Ciliophora"
"Myoschiston","Myoschiston balanorum","Ciliophora"
"Epistylis","Epistylis balanorum","Ciliophora"
"Myoschiston","Myoschiston carcini","Ciliophora"
"Myoschiston","Myoschiston centropagidarum","Ciliophora"
"Myoschiston","Myoschiston duplicatum","Ciliophora"
"Myriokaryon","Myriokaryon lieberkuhnii","Ciliophora"
"Pseudoprorodon","Pseudoprorodon lieberkuhni","Ciliophora"
"Cranotheridium","Cranotheridium elongatus","Ciliophora"
"Myrionecta","Myrionecta rubra","Ciliophora"
"Halteria","Halteria rubra","Ciliophora"
"Mesodinium","Mesodinium rubrum","Ciliophora"
"Nassula","Nassula argentula","Ciliophora"
"Nassula","Nassula aurea","Ciliophora"
"Nassula","Nassula citrea","Ciliophora"
"Nassula","Nassula labiata","Ciliophora"
"Nassula","Nassula notata","Ciliophora"
"Nassula","Nassula ornata","Ciliophora"
"Nassula","Nassula tumida","Ciliophora"
"Nassula","Nassula ambigua f. tumida","Ciliophora"
"Omegastrombidium","Omegastrombidium  elegans","Ciliophora"
"Strombidium","Strombidium elegans","Ciliophora"
"Opercularia","Opercularia nutans","Ciliophora"
"Epistylis","Epistylis nutans","Ciliophora"
"Opercularia","Opercularia allensi","Ciliophora"
"Ophryoglena","Ophryoglena sp","Ciliophora"
"Opistotricha","Opistotricha sp","Ciliophora"
"Opisthostyla","Opisthostyla sertularium","Ciliophora"
"Orthodon","Orthodon gutta","Ciliophora"
"Oxytricha","Oxytricha sp","Ciliophora"
"Oxytricha","Oxytricha chlorelligera","Ciliophora"
"Oxytricha","Oxytricha discifera","Ciliophora"
"Oxytricha","Oxytricha halophila","Ciliophora"
"Oxytricha","Oxytricha marina","Ciliophora"
"Oxytricha","Oxytricha ovalis","Ciliophora"
"Oxytricha","Oxytricha oxymarina","Ciliophora"
"Steinia","Steinia marina","Ciliophora"
"Oxytricha","Oxytricha setigera","Ciliophora"
"Steinia","Steinia balladynula","Ciliophora"
"Oxytricha","Oxytricha tricornis","Ciliophora"
"Parablepharisma","Parablepharisma bacteriophora","Ciliophora"
"Parablepharisma","Parablepharisma chlamydophorum","Ciliophora"
"Parablepharisma","Parablepharisma collare","Ciliophora"
"Parablepharisma","Parablepharisma pellitum","Ciliophora"
"Paracineta","Paracineta divisa","Ciliophora"
"Paradileptus","Paradileptus conicus","Ciliophora"
"Paradiophrys","Paradiophrys irmgard","Ciliophora"
"Diophrys","Diophrys irmgard","Ciliophora"
"Paradiophrys","Paradiophrys kahli","Ciliophora"
"Diophrys","Diophrys kahli","Ciliophora"
"Parafavella","Parafavella sp","Ciliophora"
"Parafavella","Parafavella cylindrica","Ciliophora"
"Cyttarocylis","Cyttarocylis denticulata f. cylindrica","Ciliophora"
"Parafavella","Parafavella lachmanni","Ciliophora"
"Parafavella","Parafavella media","Ciliophora"
"Paramecium","Paramecium sp","Ciliophora"
"Paramecium","Paramecium aurelia","Ciliophora"
"Paramecium","Paramecium aurelia","Ciliophora"
"Paramecium","Paramecium bursaria","Ciliophora"
"Loxodes","Loxodes bursaria","Ciliophora"
"Paramecium","Paramecium calkinsi","Ciliophora"
"Paramecium","Paramecium caudatum","Ciliophora"
"Paramecium","Paramecium aurelia","Ciliophora"
"Paramecium","Paramecium duboscqui","Ciliophora"
"Paramecium","Paramecium putrinum","Ciliophora"
"Paramecium","Paramecium woodruffi","Ciliophora"
"Paranassula","Paranassula brunnea","Ciliophora"
"Nassula","Nassula brunnea","Ciliophora"
"Paranassula","Paranassula microstoma","Ciliophora"
"Paranophrys","Paranophrys marina","Ciliophora"
"Paraspathidium","Paraspathidium longinucleatum","Ciliophora"
"Paraspathidium","Paraspathidium obliquum","Ciliophora"
"Pelagostrobilidium","Pelagostrobilidium spirale","Ciliophora"
"Lohmanniella","Lohmanniella spiralis","Ciliophora"
"Strobilidium","Strobilidium spiralis","Ciliophora"
"Peritromus","Peritromus faurei","Ciliophora"
"Peritromus","Peritromus montanus","Ciliophora"
"Placus","Placus buddenbrocki","Ciliophora"
"Spathidiopsis","Spathidiopsis buddenbrocki","Ciliophora"
"Placus","Placus luciae","Ciliophora"
"Thoracophrya","Thoracophrya luciae","Ciliophora"
"Placus","Placus socialis","Ciliophora"
"Spathidiopsis","Spathidiopsis socialis","Ciliophora"
"Placus","Placus striatus","Ciliophora"
"Spathidiopsis","Spathidiopsis striatus","Ciliophora"
"Plagiocampa","Plagiocampa sp","Ciliophora"
"Plagiocampa","Plagiocampa acuminata","Ciliophora"
"Plagiocampa","Plagiocampa incisa","Ciliophora"
"Plagiocampa","Plagiocampa margaritata","Ciliophora"
"Plagiocampa","Plagiocampa multiseta","Ciliophora"
"Plagiocampa","Plagiocampa posticeconica","Ciliophora"
"Plagiocampa","Plagiocampa rouxi","Ciliophora"
"Plagiopogon","Plagiopogon loricatus","Ciliophora"
"Plagiopyla","Plagiopyla frontata","Ciliophora"
"Plagiopyla","Plagiopyla marina","Ciliophora"
"Plagiopyla","Plagiopyla nasuta","Ciliophora"
"Plagiopyla","Plagiopyla nasuta","Ciliophora"
"Parameicum","Parameicum cucullio","Ciliophora"
"Plagiopyla","Plagiopyla ovata","Ciliophora"
"Plagiopyla","Plagiopyla vestita","Ciliophora"
"Platyfolliculina","Platyfolliculina sahrhageana","Ciliophora"
"Platynema","Platynema denticulatum","Ciliophora"
"Platynematum","Platynematum hyalinum","Ciliophora"
"Platynematum","Platynematum sociale","Ciliophora"
"Pleuronema","Pleuronema coronatum","Ciliophora"
"Pleuronema","Pleuronema crassa","Ciliophora"
"Pleuronema","Pleuronema marinum","Ciliophora"
"Pleuronema","Pleuronema setigerum","Ciliophora"
"Pleuronema","Pleuronema smalli","Ciliophora"
"Podophrya","Podophrya halophila","Ciliophora"
"Porpostoma","Porpostoma notatum","Ciliophora"
"Proboscidium","Proboscidium armatum","Ciliophora"
"Prorodon","Prorodon sp","Ciliophora"
"Prorodon","Prorodon binucleatus","Ciliophora"
"Prorodon","Prorodon brachyodon","Ciliophora"
"Prorodon","Prorodon elegans","Ciliophora"
"Prorodon","Prorodon luteus","Ciliophora"
"Prorodon","Prorodon marinus","Ciliophora"
"Prorodon","Prorodon mimeticus","Ciliophora"
"Prorodon","Prorodon moebiusi","Ciliophora"
"Prorodon","Prorodon morgani","Ciliophora"
"Prorodon","Prorodon opalescens","Ciliophora"
"Prorodon","Prorodon ovum","Ciliophora"
"Encheyls","Encheyls ovum","Ciliophora"
"Holophrya","Holophrya atra","Ciliophora"
"Holophrya","Holophrya discolor","Ciliophora"
"Holophrya","Holophrya ovum","Ciliophora"
"Prorodon","Prorodon nucleatus","Ciliophora"
"Prorodon","Prorodon rigidus","Ciliophora"
"Prorodon","Prorodon platyodon","Ciliophora"
"Prorodon","Prorodon raabei","Ciliophora"
"Prorodon","Prorodon teres","Ciliophora"
"Prorodon","Prorodon griseus","Ciliophora"
"Prorodon","Prorodon limnetis","Ciliophora"
"Protocruzia","Protocruzia contrax","Ciliophora"
"Blepharisma","Blepharisma minima","Ciliophora"
"Protocruzia","Protocruzia adhaerens","Ciliophora"
"Protocruzia","Protocruzia depressa","Ciliophora"
"Protocruzia","Protocruzia granulosa","Ciliophora"
"Protocruzia","Protocruzia labiata","Ciliophora"
"Protocruzia","Protocruzia pigerrima","Ciliophora"
"Protrachelocerca","Protrachelocerca fasciolata","Ciliophora"
"Tracheloraphis","Tracheloraphis fasciolatus","Ciliophora"
"Trachelocerca","Trachelocerca fasciolata","Ciliophora"
"Tracheloraphis","Tracheloraphis flexuosus","Ciliophora"
"Psammomitra","Psammomitra brevicauda","Ciliophora"
"Psammomitra","Psammomitra retractilis","Ciliophora"
"Pseudoamphisiella","Pseudoamphisiella alveolata","Ciliophora"
"Holosticha","Holosticha alveolata","Ciliophora"
"Pseudoamphisiella","Pseudoamphisiella lacazei","Ciliophora"
"Holosticha","Holosticha lacazei","Ciliophora"
"Pseudoblepharisma","Pseudoblepharisma tenue","Ciliophora"
"Pseudocohnilembus","Pseudocohnilembus pussilus","Ciliophora"
"Cohnilembus","Cohnilembus pussillus","Ciliophora"
"Pseudodileptus","Pseudodileptus sp","Ciliophora"
"Pseudokeronopsis","Pseudokeronopsis carnea","Ciliophora"
"Pseudokeronopsis","Pseudokeronopsis decolor","Ciliophora"
"Keronopsis","Keronopsis decolor","Ciliophora"
"Holosticha","Holosticha wrzesniowskii f. punctata","Ciliophora"
"Pseudokeronopsis","Pseudokeronopsis flava","Ciliophora"
"Pseudokeronopsis","Pseudokeronopsis flavicans","Ciliophora"
"Keronopsis","Keronopsis flavicans","Ciliophora"
"Pseudokeronopsis","Pseudokeronopsis ovalis","Ciliophora"
"Keronopsis","Keronopsis ovalis","Ciliophora"
"Pseudokeronopsis","Pseudokeronopsis rubra","Ciliophora"
"Holosticha","Holosticha flavorubra","Ciliophora"
"Holosticha","Holosticha rubra","Ciliophora"
"Keronopsis","Keronopsis rubra","Ciliophora"
"Pseudoplatynematum","Pseudoplatynematum loricatum","Ciliophora"
"Pseudoplatynematum","Pseudoplatynematum parvum","Ciliophora"
"Pseudoprorodon","Pseudoprorodon arenicola","Ciliophora"
"Pseudoprorodon","Pseudoprorodon halophilus","Ciliophora"
"Pseudoprorodon","Pseudoprorodon incisus","Ciliophora"
"Pseudoprorodon","Pseudoprorodon mononucleatus","Ciliophora"
"Pseudovorticella","Pseudovorticella difficilis","Ciliophora"
"Vorticella","Vorticella difficilis","Ciliophora"
"Pseudovorticella","Pseudovorticella punctata","Ciliophora"
"Vorticella","Vorticella punctata","Ciliophora"
"Vorticella","Vorticella perlata","Ciliophora"
"Ptychocylis","Ptychocylis urnula","Ciliophora"
"Ptychocylis","Ptychocylis minor","Ciliophora"
"Quasillagilis","Quasillagilis constanciensis","Ciliophora"
"Remanella","Remanella sp","Ciliophora"
"Remanella","Remanella brunnea","Ciliophora"
"Remanella","Remanella caudata","Ciliophora"
"Remanella","Remanella gigas","Ciliophora"
"Remanella","Remanella granulosa","Ciliophora"
"Remanella","Remanella margaritifera","Ciliophora"
"Remanella","Remanella minuta","Ciliophora"
"Remanella","Remanella multinucleata","Ciliophora"
"Remanella","Remanella rugosa","Ciliophora"
"Remanella","Remanella rugosa f. unicorpusculata","Ciliophora"
"Remanella","Remanella swedmarki","Ciliophora"
"Remanella","Remanella trichocysta","Ciliophora"
"Rhabdostyla","Rhabdostyla arenaria","Ciliophora"
"Rhabdostyla","Rhabdostyla commensalis","Ciliophora"
"Rhabdostyla","Rhabdostyla inclinans","Ciliophora"
"Rhabdostyla","Rhabdostyla chaeticola","Ciliophora"
"Rhabdostyla","Rhabdostyla lumbriculi","Ciliophora"
"Vorticella","Vorticella inclinans","Ciliophora"
"Rhabdostyla","Rhabdostyla libera","Ciliophora"
"Rhabdostyla","Rhabdostyla nereicola","Ciliophora"
"Rhabdostyla","Rhabdostyla putrina","Ciliophora"
"Vorticella","Vorticella putrina","Ciliophora"
"Rhabdostyla","Rhabdostyla variabilis","Ciliophora"
"Scyphidia","Scyphidia variabilis","Ciliophora"
"Salpingella","Salpingella acuminata","Ciliophora"
"Saprodinium","Saprodinium halophila","Ciliophora"
"Scaphidiodon","Scaphidiodon navicula","Ciliophora"
"Schistophrya","Schistophrya aplanata","Ciliophora"
"Scyphidia","Scyphidia gasterostei","Ciliophora"
"Epistylis","Epistylis gasterostei","Ciliophora"
"Scyphidia","Scyphidia hydrobiae","Ciliophora"
"Scyphidia","Scyphidia physarum","Ciliophora"
"Sonderia","Sonderia cyclostoma","Ciliophora"
"Sonderia","Sonderia macrochilus","Ciliophora"
"Sonderia","Sonderia mira","Ciliophora"
"Sonderia","Sonderia pharyngea","Ciliophora"
"Sonderia","Sonderia schizostoma","Ciliophora"
"Sonderia","Sonderia sinuata","Ciliophora"
"Sonderia","Sonderia tubigula","Ciliophora"
"Sonderia","Sonderia vestita","Ciliophora"
"Sonderia","Sonderia vorax","Ciliophora"
"Spathidium","Spathidium chlorelligerum","Ciliophora"
"Spathidium","Spathidium curvatum","Ciliophora"
"Spathidium","Spathidium deforme","Ciliophora"
"Spathidium","Spathidium extensum","Ciliophora"
"Spathidium","Spathidium fossicola","Ciliophora"
"Sphaerophrya","Sphaerophrya stentori","Ciliophora"
"Spirostomum","Spirostomum ambiguum","Ciliophora"
"Trichoda","Trichoda ambigua","Ciliophora"
"Spirostomum","Spirostomum loxodes","Ciliophora"
